ligand,sender_evidence_level,baseline_sender_robustness,paracrine_scope,licensing_context,best_phase4a_tier,tier_A_axis_n,tier_B_axis_n,tier_C_axis_n,receptor_competent_module_n,target_compatible_module_n,reversal_supported_module_n,disease_concordant_module_n,mixed_signed_direction_across_modules,disease_concordant_modules,tier_A_modules,tier_B_modules,interpretation,ordering_rule,source_url
DSG2,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,NOT_PRIORITIZED,0,0,0,1,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
ECM1,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,DONOR_DEPENDENT,NOT_PRIORITIZED,0,0,0,1,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
EXOC3-AS1,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,NOT_PRIORITIZED,0,0,0,1,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
GSTP1,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,NO_CLEAR_LICENSING_EFFECT,NOT_PRIORITIZED,0,0,0,1,0,1,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
HLA-E,S1,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,LICENSING_CONSISTENT_UP,NOT_PRIORITIZED,0,0,0,1,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
IGFBP7,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
IL32,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
KIAA0319L,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,NO_CLEAR_LICENSING_EFFECT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LAYN,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LIN7A,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,PASSAGE_DEPENDENT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LIN7B,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,PASSAGE_DEPENDENT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
MFAP2,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,NOT_PRIORITIZED,0,0,0,3,3,0,3,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
NAALADL1,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
NID2,S1,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,LICENSING_CONSISTENT_DOWN,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
NMB,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,DONOR_DEPENDENT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
NT5E,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
ROBO1,S1,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,LICENSING_CONSISTENT_UP,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
S100A10,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,NOT_PRIORITIZED,0,0,0,1,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
SNX14,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
TCTN3,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,NO_CLEAR_LICENSING_EFFECT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
UXS1,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,DONOR_DEPENDENT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
